codigo;descricao;estadual;chave;versao
68042219;Outs.mos de outs.abrasivos aglomer/ceramica, d<53.34cm;18.00;C07872;23.2.A
68042290;Outros mos de outs.abrasivos aglomer/ ceramica;18.00;C07872;23.2.A
68042300;Outros mos e artefatos semelhantes;18.00;C07872;23.2.A
68043000;Pedras p/amolar/polir,manualmente,de pedra natural,etc.;18.00;C07872;23.2.A
68051000;Abrasivos nat/artif.em po/grao,aplic.em tecido mat.text;18.00;C07872;23.2.A
68052000;Abrasivos nat/artif.em po/grao,aplic.em papel/cartao;18.00;C07872;23.2.A
68053010;Abrasivos nat/artif.c/suporte papel/cartao c/mat.textil;18.00;C07872;23.2.A
68053020;Discos abrasivos de fibra vulcan.recob.oxido alumin.etc;18.00;C07872;23.2.A
68053090;Outs.abrasivos nat/artif.em po/grao aplic. outs.materias;18.00;C07872;23.2.A
68061000;Las de escorias de alto-fornos,etc.em blocos,fls.rolos;18.00;C07872;23.2.A
68061000;La de rocha e la mineral;18.00;C07872;23.2.A
68062000;Vermiculita e argilas,expandidas,espuma de escorias,etc;18.00;C07872;23.2.A
68069010;Produtos minerais aluminosos ou silicoaluminos;18.00;C07872;23.2.A
68069090;Outs.obras de materias minerais p/isolam. calor,som,etc.;18.00;C07872;23.2.A
68069090;Obras de la de rocha e de la mineral;18.00;C07872;23.2.A
68071000;Obras de asfalto ou de produtos semelhantes, em rolos;18.00;C07872;23.2.A
68079000;Outros obras de asfalto ou de produtos semelhantes;18.00;C07872;23.2.A
68079000;Telhas onduladas;18.00;C07872;23.2.A
68080000;Paineis e semelh.de fibra veget/palha aglom.cimento,etc;18.00;C07872;23.2.A
68091100;Chapas,etc.n/ornamentadas,de gesso revest. papel/cartao;18.00;C07872;23.2.A
68091900;Outros chapas,placas,paineis,etc.n/ ornamentados,de gesso;18.00;C07872;23.2.A
68099000;Outs.obras de gesso ou de composicoes a base de gesso;18.00;C07872;23.2.A
68101100;Blocos e tijolos p/construcao,de cimento, concreto,etc.;12.00;C07872;23.2.A
68101900;Outs.telhas,ladrilhos,semelhs.de cimento, concreto,etc.;12.00;C07872;23.2.A
68109100;Elementos pre-fabr.p/construcao,de cimento, concreto,etc;12.00;C07872;23.2.A
68109900;Outs.obras de cimento,concreto ou de pedra artificial;12.00;C07872;23.2.A
68114000;Obras de fibrocimento,cimento-celulose,etc. contendo amianto;18.00;C07872;23.2.A
68118100;Chapas onduladas de fibrocimento,cimento-celulose,etc.;12.00;C07872;23.2.A
68118200;Outs.chapas, ladrilhos, telhas e semelhs.de fibrocimento,cimento-celulose;12.00;C07872;23.2.A
68118900;Outs.obras de fibrocimento,cimento-celulose e semelhs.;12.00;C07872;23.2.A
68128000;Obras de amianto ou das misturas de crocidolita;18.00;C07872;23.2.A
68129100;Vestuario e acess.calcados,etc.de amianto/das misturas;18.00;C07872;23.2.A
68129910;Juntas e outs.elementos,de amianto,c/funcao de vedacao;18.00;C07872;23.2.A
68129920;Amianto (arbesto) em fibras,trabalhado;18.00;C07872;23.2.A
68129930;Misturas de amianto ou amianto e carbonato de magnesio;18.00;C07872;23.2.A
68129990;Outros obras de amianto ou das misturas;18.00;C07872;23.2.A
68132000;Guarnicoes de friccao (por exemplo, placas, rolos, tiras, segmentos, discos, aneis, pastilhas), nao montadas, para freios, embreagens ou qualquer outro mecanismo de friccao, a base de amianto;18.00;C07872;23.2.A
68132000;Guarnicoes para freios e disco de friccao para embreagens;18.00;C07872;23.2.A
68138110;Pastilhas nao montadas,para freios,de substancias minerais ou de celulose, mesmo combinadas com texteis ou outras materias.;18.00;C07872;23.2.A
68138190;Outs.guarnicoes nao montadas,para freios,de substancias minerais ou de celulose, mesmo combinadas com texteis ou outras materias.;18.00;C07872;23.2.A
68138910;Discos de friccao,n/montad.p/embreagens,de substancias minerais ou de celulose, mesmo combinadas com texteis ou outras materias.;18.00;C07872;23.2.A
68138990;Outs.guarnicoes n/montadas,p/embreagens, etc.de substancias minerais ou de celulose, mesmo combinadas com texteis ou outras materias.;18.00;C07872;23.2.A
68141000;Placas/folhas ou tiras,de mica aglomerada/ reconstituida;18.00;C07872;23.2.A
68149000;Outros obras de mica ou mica trabalhada;18.00;C07872;23.2.A
68151100;Obras de pedra gesso cimento amianto mica ou de materias semelhantes obras de pedra ou de outras materias minerais incluindo as fibras de carbono as obras destas materias e as de turfa nao especificadas nem compreendidas noutras posicoes Fibras de carbono;18.00;C07872;23.2.A
68151200;Obras de pedra gesso cimento amianto mica ou de materias semelhantes obras de pedra ou de outras materias minerais incluindo as fibras de carbono as obras destas materias e as de turfa nao especificadas nem compreendidas noutras posicoes Texteis de fibras;18.00;C07872;23.2.A
68151300;Obras de pedra gesso cimento amianto mica ou de materias semelhantes obras de pedra ou de outras materias minerais incluindo as fibras de carbono as obras destas materias e as de turfa nao especificadas nem compreendidas noutras posicoes outras obras de f;18.00;C07872;23.2.A
68151900;Obras de pedra gesso cimento amianto mica ou de materias semelhantes obras de pedra ou de outras materias minerais incluindo as fibras de carbono as obras destas materias e as de turfa nao especificadas nem compreendidas noutras posicoes outras;18.00;C07872;23.2.A
68152000;Obras de turfa;18.00;C07872;23.2.A
68159110;Obras cont.magnesita,etc.crus,aglomer.c/ aglutin.quim.;18.00;C07872;23.2.A
68159190;Outs.obras contendo magnesita,dolomita ou cromita;18.00;C07872;23.2.A
68159911;Obras de pedras/outs.mat.minerais, eletrofundidas, com teor de alumina>=90% ...;18.00;C07872;23.2.A
68159912;Obras de pedras/outs.mat.minerais, eletrofundidas,com teor de silica>=90% ...;18.00;C07872;23.2.A
68159913;Obras de pedras/outs.mat.minerais, eletrofundidas,com teor de oxido de zirconio >=90% ...;18.00;C07872;23.2.A
68159914;Obras de pedras/outs.mat.minerais, eletrofundidas,com mistura ou combinacao ...;18.00;C07872;23.2.A
68159919;Outras obras de pedras/outs.materias minerais, eletrofundidas;18.00;C07872;23.2.A
68159990;Outs.obras de pedras ou de outs.materias minerais;18.00;C07872;23.2.A
69010000;Tijolos/outs.pecas ceram.de farinhas siliciosas fosseis;18.00;C07872;23.2.A
69021011;Tijolos refratarios,magnesianos ou de oxido cromo>50%;18.00;C07872;23.2.A
69021018;Outs.tijolos refrat.magnesianos ou de oxido de cromo;18.00;C07872;23.2.A
69021019;Outs.pecas ceram.refratar.magnesianas ou de oxido cromo;18.00;C07872;23.2.A
69021090;Outs.pecas ceram.refratar.com magnesio/ calcio/cromo>50%;18.00;C07872;23.2.A
69022010;Tijolos refratarios,silico-aluminosos;18.00;C07872;23.2.A
69022091;Outros pecas ceram.refratar.silico-aluminosos;18.00;C07872;23.2.A
69022092;Outs.pecas ceram.refratar.silicosa/semi-silicosa/silica;18.00;C07872;23.2.A
69022093;Outs.pecas ceram.refratar.silimanita/ carboneto silicio;18.00;C07872;23.2.A
69022099;Outs.pecas ceram.refratar.com alumina e/ou silica>50%;18.00;C07872;23.2.A
69029010;Tijolos e outs.pecas ceram.refratar.de grafita;18.00;C07872;23.2.A
69029020;Tijolos e outs.pecas ceram.refratar.n/fundidos, zro2>25%;18.00;C07872;23.2.A
69029030;Tijolos e outs.pecas ceram.refratar.n/fundidos, com teor de carbono >85% ... utilizados em altos-fornos;18.00;C07872;23.2.A
69029040;Outs.pecas ceram.refratar.silimanita/ carboneto silicio;18.00;C07872;23.2.A
69029090;Outs.tijolos e pecas ceramicas p/construcao, refratarios;18.00;C07872;23.2.A
69031011;Cadinhos refratarios,de grafita;18.00;C07872;23.2.A
69031012;Cadinhos refratarios,de grafita c/carboneto de silicio;18.00;C07872;23.2.A
69031019;Outs.cadinhos refratarios,de grafita ou out.carbono>50%;18.00;C07872;23.2.A
69031020;Retortas refratarias,de grafita c/carboneto de silicio;18.00;C07872;23.2.A
69031030;Tampas/tampoes,refratar.de grafita ou out.carbono>50%;18.00;C07872;23.2.A
69031040;Tubo refratario,de grafita/out.carbono ou mistura>50%;18.00;C07872;23.2.A
69031090;Outs.prods.ceram.refrat.de grafita ou out.carbono>50%;18.00;C07872;23.2.A
69032010;Cadinhos refratarios,de alumina ou alumina c/silica>50%;18.00;C07872;23.2.A
69032020;Tampas/tampoes,refratar.de alumina/alumina c/silica>50%;18.00;C07872;23.2.A
69032030;Tubo refratario,de alumina ou alumina com silica>50%;18.00;C07872;23.2.A
69032090;Outs.prods.ceram.refrat.de alumina/alumina c/silica>50%;18.00;C07872;23.2.A
69039011;Tubo refratario,de carboneto de silicio;18.00;C07872;23.2.A
69039012;Tubo refratario,de compostos de zirconio;18.00;C07872;23.2.A
69039019;Outros tubos ceramicos refratarios;18.00;C07872;23.2.A
69039091;Outros prods.ceram.refrat.de carboneto de silicio;18.00;C07872;23.2.A
69039092;Outros prods.ceram.refrat.de compostos de zirconio;18.00;C07872;23.2.A
69039099;Outros produtos ceramicos refratarios;18.00;C07872;23.2.A
69041000;Tijolos de ceramica;12.00;C07872;23.2.A
69049000;Tijoleiras e outs.prods.p/construcao,de ceramica;12.00;C07872;23.2.A
69051000;Telhas de ceramica;12.00;C07872;23.2.A
69059000;Outros produtos ceramicos para construcao;18.00;C07872;23.2.A
69060000;Tubos,calhas/algerozes e acess.p/canaliz.de ceramica;12.00;C07872;23.2.A
69072100;Com um coeficiente de absorcao de agua, em peso, nao superior a 0,5 %;12.00;C07872;23.2.A
69072200;Com um coeficiente de absorcao de agua, em peso, superior a 0,5 %, mas nao superior a 10 %;12.00;C07872;23.2.A
69072300;Com um coeficiente de absorcao de agua, em peso, superior a 10 %;12.00;C07872;23.2.A
69073000;Cubos, pastilhas e artigos semelhantes, para mosaicos, exceto os da subposicao 690740;12.00;C07872;23.2.A
69074000;Pecas de acabamento;12.00;C07872;23.2.A
69091100;Apars.e artefatos de porcelana,p/uso quimico ou tecnico;18.00;C07872;23.2.A
69091210;Guia-fios p/maq.textil,dureza>=9mohs,de outs.ceramicas;18.00;C07872;23.2.A
69091220;Guias de agulhas,p/cabecas impr.d>=9mohs,de outs.ceram.;12.00;C07872;23.2.A
69091230;Aneis de carboneto de silicio para juntas de vedacao mecanicas;18.00;C07872;23.2.A
69091290;Outs.artefatos de ceramica,exc.porcelana, dureza>=9mohs;18.00;C07872;23.2.A
69091910;Outs.guia-fios p/maq.textil,de ceramica exc.porcelana;18.00;C07872;23.2.A
69091920;Outs.guias de agulhas p/cabecas impressao,de outs.ceram;12.00;C07872;23.2.A
69091930;Colmeia de ceram.de depurad.conversao catalitica gases;18.00;C07872;23.2.A
69091990;Outs.apars.e artefs.de ceramica,p/uso quimico/tecnico;18.00;C07872;23.2.A
69099000;Alguidares e outs.recip.de ceramica para uso rural,etc.;18.00;C07872;23.2.A
69101000;Pias,lavatorios,etc.p/sanitar.de porcelana;12.00;C07872;23.2.A
69109000;Pias,lavatorios,etc.p/sanitar.de ceramica, exc.porcelana;12.00;C07872;23.2.A
69111010;Conjunto p/jantar/cafe/cha,de porcelana, embalagem comum;18.00;C07872;23.2.A
69111090;Outs.artigos p/servico de mesa ou cozinha,de porcelana;18.00;C07872;23.2.A
69119000;Outs.artigos de uso domestico,higiene,etc.de porcelana;18.00;C07872;23.2.A
69120000;Loucas/outs.artigos,uso domestico,etc.de outs.ceramicas;18.00;C07872;23.2.A
69131000;Estatuetas/outs.objetos ornament.de porcelana;18.00;C07872;23.2.A
69139000;Estatuetas/outs.objetos ornament.de ceram.exc.porcelana;18.00;C07872;23.2.A
69141000;Outros obras de porcelana;18.00;C07872;23.2.A
69149000;Outros obras de ceramica,exceto porcelana;18.00;C07872;23.2.A
70010000;Cacos/outs.resids.de vidro e vidro em blocos ou massas;18.00;C07872;23.2.A
70010000;Cacos, fragmentos e outros desperdicios e residuos, exceto os de vidro optico;18.00;C07872;23.2.A
70010000;De vidro optico, inclusive cacos, fragmentos e outros desperdicios e residuos;18.00;C07872;23.2.A
70021000;Esferas de vidro,nao trabalhado;18.00;C07872;23.2.A
70021000;De vidro optico;18.00;C07872;23.2.A
70022000;Barras ou varetas,de vidro,nao trabalhado;18.00;C07872;23.2.A
70022000;De vidro optico;18.00;C07872;23.2.A
70023100;Tubos de vidro,de quartzo/out.silica, fundidos, n/trabalh;18.00;C07872;23.2.A
70023100;De vidro optico;18.00;C07872;23.2.A
70023200;Tubos de outs.vidros,dilat.lin<=0.000005/kelv . n/trabalh;18.00;C07872;23.2.A
70023200;De vidro optico;18.00;C07872;23.2.A
70023900;Tubos de outs.vidros,nao trabalhados;18.00;C07872;23.2.A
70023900;De vidro optico;18.00;C07872;23.2.A
70031200;Chapas/fls.n/armadas,de vidro vazado/lamin. coradas, etc.;18.00;C07872;23.2.A
70031200;De vidro optico;18.00;C07872;23.2.A
70031900;Outs.chapas e folhas,nao armadas,de vidro vazado/lamin.;18.00;C07872;23.2.A
70031900;De vidro optico;18.00;C07872;23.2.A
70032000;Chapas/fls.armadas,de vidro vazado/lamin.;18.00;C07872;23.2.A
70033000;Perfis de vidro vazado ou laminado;18.00;C07872;23.2.A
70042000;Folhas de vidro estirado/soprado,corado na massa,etc.;18.00;C07872;23.2.A
70042000;De vidro optico;18.00;C07872;23.2.A
70049000;Outros folhas de vidro estirado ou soprado;18.00;C07872;23.2.A
70049000;De vidro optico;18.00;C07872;23.2.A
70051000;Chapas/fls.de vidro flotado,etc.n/armadas, camada absorv;18.00;C07872;23.2.A
70051000;De vidro optico;18.00;C07872;23.2.A
70052100;Chapas/fls.de vidro flotado,etc.n/armadas, corado,etc.;18.00;C07872;23.2.A
70052100;De vidro optico;18.00;C07872;23.2.A
70052900;Outs.chapas/fls.de vidro flotado, desbastado, etc.n/armad;18.00;C07872;23.2.A
70052900;De vidro optico;18.00;C07872;23.2.A
70053000;Chapas/fls.de vidro flotado e desbastado/ polido, armadas;18.00;C07872;23.2.A
70060000;Vidro vazado,estirado,flotado ou desbastado, trabalhado;18.00;C07872;23.2.A
70060000;De vidro optico;18.00;C07872;23.2.A
70071100;Vidros de seguranca,temperados, p/automoveis/ outs.veics.;18.00;C07872;23.2.A
70071100;Para onibus ou caminhoes, nas seguintes dimensoes admitida a tolerancia de ate 5%, para mais ou para menos : 1.693 x 575 x 6,75mm, 1.305 x 489 x 6mm, 728 x 489 x 6mm, 640 x 220 x 4,8mm, e 600 x 595 x 4,8mm;18.00;C07872;23.2.A
70071900;Outros vidros de seguranca,temperados;18.00;C07872;23.2.A
70072100;Vidros de seguranca,de fls.contracoladas, p/automovs.etc;18.00;C07872;23.2.A
70072100;Para onibus ou caminhoes, nas seguintes dimensoes admitida a tolerancia de ate 5%, para mais ou para menos : 2.075 x 787 x 6,76mm, 1.950 x 800 x 6mm, 1.800 x 800 x 6mm, 1.693 x 575 x 6,75mm, e 1.300 x 1.235 x 6mm;18.00;C07872;23.2.A
70072900;Outros vidros de seguranca,de folhas contracoladas;18.00;C07872;23.2.A
70080000;Vidros isolantes de paredes multiplas;18.00;C07872;23.2.A
70091000;Espelhos retrovisores para veiculos;18.00;C07872;23.2.A
70091000;Para onibus ou caminhoes;18.00;C07872;23.2.A
70099100;Espelhos de vidro,nao emoldurados;18.00;C07872;23.2.A
70099200;Espelhos de vidro,emoldurados;18.00;C07872;23.2.A
70101000;Ampolas de vidro,p/transporte ou embalagem;18.00;C07872;23.2.A
70102000;Rolhas,tampas e dispositivos semelhs.de vidro;18.00;C07872;23.2.A
70109011;Garrafoes e garrafas,de vidro,capacidade>1 litro;18.00;C07872;23.2.A
70109012;Frascos,boioes,vasos,etc.de vidro, capacidade>1l;18.00;C07872;23.2.A
70109021;Garrafoes e garrafas,de vidro, 0.33l<capacidade<=1l;18.00;C07872;23.2.A
70109022;Frascos,boioes,vasos,etc.de vidro, 0.33l<capacidade<=1l;18.00;C07872;23.2.A
70109090;Outs garrafoes,garrafas,frascos,etc.de vidro,0.15l<c<=0.33l;18.00;C07872;23.2.A
70111010;Ampolas de vidro,etc.para lampadas ou tubos de descarga;18.00;C07872;23.2.A
70111021;Bulbos de vidro,diam<=90mm,p/lampadas de incandescencia;18.00;C07872;23.2.A
70111029;Ampolas de vidro,etc.para lampadas de incandescencia;18.00;C07872;23.2.A
70111090;Outs.ampolas,etc.de vidro,para iluminacao eletrica;18.00;C07872;23.2.A
70112000;Ampolas de vidro,etc.para tubos catodicos;18.00;C07872;23.2.A
70119000;Outs.ampolas e involucros,abertos,de vidro,suas partes;18.00;C07872;23.2.A
70131000;Objetos de vitroceramica,p/servico de mesa,cozinha,etc.;18.00;C07872;23.2.A
70132200;Copos com pe, de cristal de chumbo;18.00;C07872;23.2.A
70132800;Copos com pe, de vidro;18.00;C07872;23.2.A
70133300;Outros copos ,de cristal de chumbo;18.00;C07872;23.2.A
70133700;Outros copos ,de vidro;18.00;C07872;23.2.A
70134100;Objetos de cristal de chumbo,p/servico de mesa/cozinha;18.00;C07872;23.2.A
70134210;Cafeteiras/chaleiras,de vidro,dilat. lin<=0.000005kelvin;18.00;C07872;23.2.A
70134290;Outs.objs.de vidro,p/serv.mesa/cozinha, dilat<=0.000005k;18.00;C07872;23.2.A
70134290;Decantadores de vinho;18.00;C07872;23.2.A
70134900;Outros objs.de vidro,p/serv.mesa/cozinha;18.00;C07872;23.2.A
70134900;Decantadores de vinho;18.00;C07872;23.2.A
70139110;Objetos de cristal de chumbo,p/ornament.de interiores;18.00;C07872;23.2.A
70139190;Outs.objs.de cristal de chumbo,p/toucador ou escritorio;18.00;C07872;23.2.A
70139900;Outros objetos de vidro,p/toucador, escritorio,etc.;18.00;C07872;23.2.A
70140000;Artefatos de vidro para sinalizacao,etc.;18.00;C07872;23.2.A
70140000;De vidro optico;18.00;C07872;23.2.A
70151010;Vidro p/lentes corretivas,fotocromat.n/ trabalh. opticam.;18.00;C07872;23.2.A
70151091;Vidro p/lentes corretivas,branco,n/trabalh. opticamente;18.00;C07872;23.2.A
70151092;Vidro p/lentes corretivas,colorido,n/trabalh. opticam.;18.00;C07872;23.2.A
70159010;Vidro para relogios;18.00;C07872;23.2.A
70159020;Vidro para mascaras,oculos ou anteparos, protetores;18.00;C07872;23.2.A
70159030;Vidro para os demais oculos;18.00;C07872;23.2.A
70159090;Outs.vidros p/apars.semelh.relogio,esferas de vidro,etc;18.00;C07872;23.2.A
70161000;Cubos,pastilhas,etc.de vidro,p/mosaicos e decoracoes;18.00;C07872;23.2.A
70169000;Blocos,etc.de vidro prensado/moldado, p/construcao,etc.;18.00;C07872;23.2.A
70171000;Artefatos de quartzo/outs.silicas fund.p/ laborat.etc.;18.00;C07872;23.2.A
70172000;Artefatos de outs.vidros,dilat<=0.000005k, p/laborat.etc;18.00;C07872;23.2.A
70179000;Outs.artefs.de vidro,p/laboratorio,higiene e farmacia;18.00;C07872;23.2.A
70181010;Contas de vidro;18.00;C07872;23.2.A
70181020;Imitacoes de perolas,pedras preciosas/semi,de vidro;18.00;C07872;23.2.A
70181090;Outs.artefs.de vidro semelhs.imitacao pedras preciosas;18.00;C07872;23.2.A
70182000;Microesferas de vidro,de diametro<=1mm;18.00;C07872;23.2.A
70189000;Outros obras e objetos de ornamentacao,de vidro;18.00;C07872;23.2.A
70191100;Fios de fibras de vidro,cortados,de comprimento<=50mm;18.00;C07872;23.2.A
70191210;Mechas ligeiram.torcidas (rovings) de fibras de vidro;18.00;C07872;23.2.A
70191290;Mechas ligeiram.torcidas (rovings) de fibras de vidro, impregnadas ou recobertas;18.00;C07872;23.2.A
70191300;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outros fios mechas;18.00;C07872;23.2.A
70191400;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Mantas mats consolidadas mecanicamente;18.00;C07872;23.2.A
70191500;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Mantas mats consolidadas mecanicamente;18.00;C07872;23.2.A
70191900;Outros mechas e fios,de fibras de vidro;18.00;C07872;23.2.A
70196100;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Tecidos de mechas ligeiramente torcidas rovings de malha fechada closed woven fabrics;18.00;C07872;23.2.A
70196200;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outros obtidos de mechas ligeiramente torcidas rovings de malha fechada other closed fabrics;18.00;C07872;23.2.A
70196300;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Tecidos de fios de malha fechada em ponto de tafeta nao revestidos nem estratificados;18.00;C07872;23.2.A
70196400;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Tecidos de fios de malha fechada em ponto de tafeta revestidos ou estratificados;18.00;C07872;23.2.A
70196500;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Tecidos de malha aberta de largura nao superior a 30 cm;18.00;C07872;23.2.A
70196600;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Tecidos de malha aberta de largura superior a 30 cm;18.00;C07872;23.2.A
70196900;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outros;18.00;C07872;23.2.A
70197100;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos Veus camadas finas ;18.00;C07872;23.2.A
70197200;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outros tecidos de malha fechada;18.00;C07872;23.2.A
70197310;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos constituidos por fios paralelizados e superpostos entre si em angulo de 90 impregnados e soldados nos pontos de interseca;18.00;C07872;23.2.A
70197390;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outros;18.00;C07872;23.2.A
70198000;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos La de vidro e suas obras;18.00;C07872;23.2.A
70199000;Vidro e suas obras Fibras de vidro incluindo a la de vidro e suas obras por exemplo fios mechas ligeiramente torcidas rovings tecidos outras;18.00;C07872;23.2.A
70200010;Ampolas de vidro,p/garrafas termicas,etc. isolam. a vacuo;18.00;C07872;23.2.A
70200090;Outros obras de vidro;18.00;C07872;23.2.A
71011000;Perolas naturais,nao montadas,nem engastadas;18.00;C07872;23.2.A
71012100;Perolas cultivadas,em bruto,nao montadas,nem engastadas;18.00;C07872;23.2.A
71012200;Perolas cultivadas,trabalhadas,n/montadas, n/engastadas;18.00;C07872;23.2.A
71021000;Diamantes nao selecionados,nao montados,nem engastados;18.00;C07872;23.2.A
71021000;Em bruto;18.00;C07872;23.2.A
71022100;Diamantes industriais,em bruto ou serrados, clivados,etc;18.00;C07872;23.2.A
71022900;Outs.diamantes industriais,nao montados,nem engastados;18.00;C07872;23.2.A
71023100;Diamantes n/industriais,em bruto/serrados/ clivados,etc.;18.00;C07872;23.2.A
71023100;Em bruto;18.00;C07872;23.2.A
71023900;Outs.diamantes nao industriais,n/montados, n/engastados;18.00;C07872;23.2.A
71031000;Pedras preciosas/semi,em bruto,serradas ou desbastadas;18.00;C07872;23.2.A
71039100;Rubis,safiras e esmeraldas,trabalhadas de out.modo;18.00;C07872;23.2.A
71039900;Outs.pedras preciosas/semi,trabalhadas de out.modo;18.00;C07872;23.2.A
71041000;Quartzo piezoeletrico;18.00;C07872;23.2.A
71042100;Perolas naturais ou cultivadas pedras preciosas ou semipreciosas e semelhantes metais preciosos metais folheados ou chapeados de metais preciosos plaque e suas obras bijuterias moedas Pedras sinteticas ou reconstituidas mesmo trabalhadas ou combinadas mas;18.00;C07872;23.2.A
71042900;Perolas naturais ou cultivadas pedras preciosas ou semipreciosas e semelhantes metais preciosos metais folheados ou chapeados de metais preciosos plaque e suas obras bijuterias moedas Pedras sinteticas ou reconstituidas mesmo trabalhadas ou combinadas mas;18.00;C07872;23.2.A
71049100;Perolas naturais ou cultivadas pedras preciosas ou semipreciosas e semelhantes metais preciosos metais folheados ou chapeados de metais preciosos plaque e suas obras bijuterias moedas Pedras sinteticas ou reconstituidas mesmo trabalhadas ou combinadas mas;18.00;C07872;23.2.A
71049900;Perolas naturais ou cultivadas pedras preciosas ou semipreciosas e semelhantes metais preciosos metais folheados ou chapeados de metais preciosos plaque e suas obras bijuterias moedas Pedras sinteticas ou reconstituidas mesmo trabalhadas ou combinadas mas;18.00;C07872;23.2.A
71051000;Po de diamantes;18.00;C07872;23.2.A
71059000;Po de pedras preciosas,semipreciosas ou sinteticas;18.00;C07872;23.2.A
71061000;Po de prata;18.00;C07872;23.2.A
71069100;Prata em formas brutas;18.00;C07872;23.2.A
71069210;Prata em barras,fios e perfis de secao macica;18.00;C07872;23.2.A
71069220;Prata em chapas,laminas,folhas e tiras;18.00;C07872;23.2.A
71069290;Prata em outs.formas semimanufaturadas;18.00;C07872;23.2.A
71070000;Metais comuns folheados,etc.de prata,em bruto,semimanuf;18.00;C07872;23.2.A
71081100;Po de ouro;18.00;C07872;23.2.A
71081210;Ouro em outs.formas brutas,para uso nao monetario, bulhao dourado;18.00;C07872;23.2.A
71081290;Outras (ouro em outs.formas brutas,para uso nao monetario);18.00;C07872;23.2.A
71081310;Ouro em barras,fios,e perfis de secao macica, p/uso nao monetario;18.00;C07872;23.2.A
71081390;Outs.barras,fios,etc.de ouro,para uso n/monetario;18.00;C07872;23.2.A
71082000;Ouro em formas brutas/semimanufaturadas, p/uso monetario;18.00;C07872;23.2.A
71090000;Metais comuns/prata,folheado/chapeado ouro,em bruto,etc;18.00;C07872;23.2.A
71101100;Platina em formas brutas ou em po;18.00;C07872;23.2.A
71101910;Platina em barras,fios e perfis de secao macica;18.00;C07872;23.2.A
71101990;Platina em outs.formas semimanufaturadas;18.00;C07872;23.2.A
71102100;Paladio em formas brutas ou em po;18.00;C07872;23.2.A
71102900;Paladio em formas semimanufaturadas;18.00;C07872;23.2.A
71103100;Rodio em formas brutas ou em po;18.00;C07872;23.2.A
71103900;Rodio em formas semimanufaturadas;18.00;C07872;23.2.A
71104100;Iridio,osmio e rutenio,em formas brutas ou em po;18.00;C07872;23.2.A
71104900;Iridio,osmio e rutenio,em formas semimanufaturadas;18.00;C07872;23.2.A
71110000;Metais comuns/prata/ouro,folh/chap.platina,em bruto,etc;18.00;C07872;23.2.A
71123010;Desperds/resid.de ouro/metais folheado/ chapeado de ouro, contendo ouro mas nao contendo outs metais preciosos;18.00;C07872;23.2.A
71123010;Do tipo dos utilizados principalmente para recuperacao de metal precioso, exceto cinzas ou lixo de ourivessaria;18.00;C07872;23.2.A
71123020;Desperds/resid.de platina/metais folhd/chapd.de platina, contendo platina mas nao contendo outs metais preciosos;18.00;C07872;23.2.A
71123020;Do tipo dos utilizados principalmente para recuperacao de metal precioso, exceto cinzas ou lixo de ourivessaria;18.00;C07872;23.2.A
71123090;Outs desperds/resid.de outs.met.prec/met.folh/ chap.met.prec.;18.00;C07872;23.2.A
71123090;Do tipo dos utilizados principalmente para recuperacao de metal precioso, exceto cinzas ou lixo de ourivessaria;18.00;C07872;23.2.A
71129100;Desperds/resid.de ouro/metais folheado/ chapeado de ouro, exceto os residuos que contenham outs metais preciosos;18.00;C07872;23.2.A
71129100;Residuos do tipo dos utilizados para recuperacao desse metal;18.00;C07872;23.2.A
